Time,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,AIC fold,AIC hopf,AIC null,Coherence factor
66.0,0.0005749802758275291,0.11885409736916522,0.06119729139457028,0.07804941408880707,,,,
66.5,0.0005661548994316673,0.11463740558974549,0.06397979067859993,0.07507548190172945,,,,
67.0,0.0005726119725667034,0.11757634244038084,0.06838914618791055,0.07818984750105289,,,,
67.5,0.000571781345623581,0.11560198661459918,0.07131631249232032,0.0806489975412118,,,,
68.0,0.0005689737946223538,0.1162323628303758,0.07119857465296282,0.08143952849819093,,,,
68.5,0.0005685110285536513,0.11628257667930499,0.061292877382258186,0.09181433670862851,,,,
69.0,0.0005709678575601736,0.11345197582913624,0.0589170517277936,0.09560957841169183,,,,
69.5,0.000571024630080529,0.11252459981413168,0.05251586454293926,0.09444781786046659,0.13112020381857503,0.31123055552367285,0.1802164571273417,0.00015257106066604405
70.0,0.0005814039659370129,0.11627345124805272,0.05429035376582805,0.09171501588152862,,,,
70.5,0.0005893062681926799,0.11704590291069632,0.05587005838435658,0.09029810244594115,,,,
71.0,0.0005996595375680016,0.11883145796486964,0.0604256971391044,0.08817979844279569,,,,
71.5,0.00059969314262363,0.11804287986563843,0.069283245535366,0.09290980684315524,,,,
72.0,0.0006085711317052673,0.12003295490759588,0.06840943235807528,0.09944641424802847,,,,
72.5,0.0006136380086451199,0.11894108818769707,0.07422242484211218,0.10465090435598998,,,,
73.0,0.0006128823223601488,0.1180189317113511,0.06793949495127134,0.10048987967940137,,,,
73.5,0.0006193731734972168,0.12323616062032827,0.06462274764183419,0.09785240749080251,,,,
74.0,0.0006200186434086193,0.11583124859103362,0.054236356015928584,0.09175690797051878,,,,
74.5,0.0006354292170360274,0.13177979496520734,0.055926939590331244,0.0962632083958529,,,,
75.0,0.0006301878855779117,0.11977311797629477,0.061759717897158506,0.10497169612124298,,,,
75.5,0.0006394338758326197,0.13029888641457257,0.06544386460813949,0.10276080607595153,,,,
76.0,0.0006496372020009535,0.11455811411653903,0.06653749536820008,0.09343749860719372,,,,
76.5,0.0006515758679758988,0.1203909956371621,0.06797760834277523,0.09599978987002554,,,,
77.0,0.0006545559018762631,0.11427135674271519,0.07126823871401812,0.10207936595440963,,,,
77.5,0.0006625044351024759,0.11944825668365952,0.07598083401694906,0.1055442905428553,,,,
78.0,0.0006620123710572556,0.1257134308894225,0.07280427411928533,0.1156357999374672,,,,
78.5,0.0006606473021440116,0.11590053429849315,0.05602364563579749,0.12183935702226391,,,,
79.0,0.000670781785915353,0.11393279654114051,0.056993593562116376,0.1199180171364242,,,,
