Time,Variance,Lag-1 AC,Lag-2 AC,Lag-4 AC,AIC fold,AIC hopf,AIC null,Coherence factor
64.5,0.0006018006106448263,0.07982221788436564,-0.3902386218877719,0.15465274280827992,0.00012705931263833666,0.9998721442084164,7.964789451121758e-07,0.00017777903683959648
65.0,0.0006003829918604291,0.07653974297608665,-0.39260669023782924,0.15379782320332408,,,,
65.5,0.0005991077731133477,0.07522221470891642,-0.3935940491698136,0.1577106891468196,,,,
66.0,0.0006051761634467102,0.07662058511068758,-0.39821581363837205,0.16213343508008016,,,,
66.5,0.0006038371616001695,0.06520780604275271,-0.39562595064047873,0.16004983577986284,,,,
67.0,0.0006042473270467934,0.06305302393714765,-0.3988287030240706,0.16057973693177396,,,,
67.5,0.0006055250818374103,0.06316209674638087,-0.39423373177050486,0.167677577806456,,,,
68.0,0.0006097479462072253,0.06477987961776865,-0.4004693400296356,0.1694206363138592,,,,
68.5,0.000616009237914778,0.06985845548070617,-0.4036420065266699,0.162208039034862,,,,
69.0,0.0006180927898802051,0.06238091142639993,-0.4068304998278884,0.16567828081196537,,,,
69.5,0.000628323781524342,0.059073138981301586,-0.4078109526334675,0.16328271498685565,0.0005614848210372604,0.9994258847726728,1.2630406289967452e-05,0.00018894396348453658
70.0,0.0006236231184766954,0.05942046220632111,-0.40522194916314536,0.17246283128045872,,,,
70.5,0.0006260740113038064,0.05100047872211692,-0.41460796230248054,0.18532760155752045,,,,
71.0,0.000620321838965505,0.04186918677140335,-0.42805517447892516,0.19237554145453833,,,,
71.5,0.0006231701053362175,0.038116741234757306,-0.4376442565681601,0.20636457727347784,,,,
72.0,0.0006230730540305575,0.03418720530275245,-0.44193686611525285,0.20760873095594565,,,,
72.5,0.0006181023160873698,0.030250886732316684,-0.44773444948044727,0.2090312546307159,,,,
73.0,0.0006179623995592944,0.02705764480355901,-0.4510524777251642,0.216021343305687,,,,
73.5,0.0006138875344814051,0.030273345131675268,-0.45116894381524075,0.21078992530529309,,,,
74.0,0.0006189699218925578,0.025853293558978994,-0.45639973300111975,0.2137252391540621,,,,
74.5,0.0006188405142461342,0.015560804761273394,-0.45350469390726406,0.21292723287985282,2.9584963597477534e-08,0.9999999659203848,4.4946516755076475e-09,0.00022383570292267826
75.0,0.0006164386352340457,0.017056711588935673,-0.44862859829101387,0.21438333876991922,,,,
75.5,0.0006163349497685052,0.015874555254034566,-0.44972734829872857,0.20984428699042593,,,,
76.0,0.0006195136157222225,0.01536250314738527,-0.45165792800486215,0.21982044380997706,,,,
76.5,0.0006258145631006952,0.013376012314554295,-0.4494112035982285,0.21429298974297542,,,,
77.0,0.0006408997133626864,0.010634282008112738,-0.44889378843090977,0.2044038582015973,,,,
77.5,0.0006400545600410455,0.011431794704084874,-0.4452100415435557,0.2055876926275729,,,,
78.0,0.0006387279177655371,0.014970617582412601,-0.4407921699055836,0.19988113097113597,,,,
78.5,0.0006408884117717397,0.010889844572191217,-0.43966783306184415,0.20550092646295876,,,,
79.0,0.0006407776398844086,0.012576251592613778,-0.43837697731970665,0.2088070362676285,,,,
